customer_id,name,city,state,country,registration_date,is_active
46,Customer_46,Pune,Tamil Nadu,India,2023-01-10,True
47,Customer_47,Pune,Karnataka,India,2023-10-09,False
48,Customer_48,Pune,Gujarat,India,2023-08-30,True
49,Customer_49,Pune,Tamil Nadu,India,2023-05-03,True
50,Customer_50,Chennai,Gujarat,India,2023-09-20,False
51,Customer_51,Chennai,Tamil Nadu,India,2023-01-01,False
52,Customer_52,Mumbai,Gujarat,India,2023-05-27,False
53,Customer_53,Chennai,Gujarat,India,2023-04-17,True
54,Customer_54,Bangalore,Gujarat,India,2023-08-25,False
55,Customer_55,Mumbai,Karnataka,India,2023-08-08,True
56,Customer_56,Chennai,Gujarat,India,2023-06-24,False
57,Customer_57,Hyderabad,Maharashtra,India,2023-10-09,True
58,Customer_58,Kolkata,Karnataka,India,2023-06-30,True
59,Customer_59,Mumbai,Tamil Nadu,India,2023-09-14,True
60,Customer_60,Kolkata,West Bengal,India,2023-08-08,True
61,Customer_61,Pune,Karnataka,India,2023-09-04,True
62,Customer_62,Ahmedabad,Gujarat,India,2023-08-27,False
63,Customer_63,Bangalore,West Bengal,India,2023-03-21,False
64,Customer_64,Mumbai,West Bengal,India,2023-06-27,True
65,Customer_65,Hyderabad,West Bengal,India,2023-12-24,False
66,Customer_66,Ahmedabad,Maharashtra,India,2023-03-14,True
67,Customer_67,Hyderabad,Maharashtra,India,2023-02-07,False
68,Customer_68,Delhi,Maharashtra,India,2023-08-13,True
69,Customer_69,Hyderabad,Telangana,India,2023-07-21,True
70,Customer_70,Bangalore,Telangana,India,2023-06-20,False
71,Customer_71,Delhi,West Bengal,India,2023-12-08,False
72,Customer_72,Delhi,West Bengal,India,2023-04-23,True
73,Customer_73,Hyderabad,Telangana,India,2023-06-22,False
74,Customer_74,Ahmedabad,Tamil Nadu,India,2023-04-14,True
75,Customer_75,Chennai,Telangana,India,2023-12-20,False
76,Customer_76,Chennai,Karnataka,India,2023-11-16,False
77,Customer_77,Kolkata,Delhi,India,2023-07-04,True
78,Customer_78,Delhi,Karnataka,India,2023-11-17,False
79,Customer_79,Mumbai,Karnataka,India,2023-12-05,True
80,Customer_80,Delhi,Karnataka,India,2023-07-06,False
81,Customer_81,Bangalore,Tamil Nadu,India,2023-11-15,True
82,Customer_82,Bangalore,Gujarat,India,2023-07-01,True
83,Customer_83,Kolkata,Telangana,India,2023-04-29,True
84,Customer_84,Mumbai,Telangana,India,2023-02-18,True
85,Customer_85,Kolkata,Karnataka,India,2023-12-03,False
86,Customer_86,Delhi,West Bengal,India,2023-12-04,False
87,Customer_87,Hyderabad,Telangana,India,2023-12-24,True
88,Customer_88,Delhi,Maharashtra,India,2023-07-28,False
89,Customer_89,Chennai,Tamil Nadu,India,2023-09-01,True
90,Customer_90,Delhi,Tamil Nadu,India,2023-02-17,False
91,Customer_91,Chennai,West Bengal,India,2023-04-12,False
92,Customer_92,Kolkata,Maharashtra,India,2023-10-22,True
93,Customer_93,Mumbai,West Bengal,India,2023-07-27,False
94,Customer_94,Kolkata,Tamil Nadu,India,2023-11-19,False
95,Customer_95,Chennai,Gujarat,India,2023-01-19,False
96,Customer_96,Pune,Delhi,India,2023-05-24,False
97,Customer_97,Hyderabad,Karnataka,India,2023-08-19,False
98,Customer_98,Hyderabad,Telangana,India,2023-09-03,True
99,Customer_99,Ahmedabad,Gujarat,India,2023-07-10,False
100,Customer_100,Ahmedabad,Gujarat,India,2023-12-06,False
101,Customer_101,Chennai,Maharashtra,India,2023-02-10,False
102,Customer_102,Mumbai,Telangana,India,2023-11-03,True
103,Customer_103,Pune,Gujarat,India,2023-12-23,True
104,Customer_104,Hyderabad,Telangana,India,2023-07-17,False
105,Customer_105,Hyderabad,Telangana,India,2023-02-08,True
106,Customer_106,Hyderabad,Telangana,India,2023-07-01,False
107,Customer_107,Bangalore,Gujarat,India,2023-11-04,True
108,Customer_108,Bangalore,Telangana,India,2023-08-22,True
109,Customer_109,Bangalore,Tamil Nadu,India,2023-09-23,True
110,Customer_110,Ahmedabad,West Bengal,India,2023-09-13,True
111,Customer_111,Ahmedabad,Maharashtra,India,2023-09-10,True
112,Customer_112,Pune,Delhi,India,2023-05-26,True
113,Customer_113,Bangalore,Tamil Nadu,India,2023-07-14,True
114,Customer_114,Kolkata,Maharashtra,India,2023-10-03,True
115,Customer_115,Delhi,Maharashtra,India,2023-10-03,False
116,Customer_116,Chennai,Telangana,India,2023-07-01,True
117,Customer_117,Hyderabad,Telangana,India,2023-11-05,False
118,Customer_118,Pune,Delhi,India,2023-11-08,True
119,Customer_119,Bangalore,West Bengal,India,2023-09-25,False
120,Customer_120,Kolkata,Delhi,India,2023-10-03,False
121,Customer_121,Bangalore,Telangana,India,2023-09-17,False
122,Customer_122,Ahmedabad,Karnataka,India,2023-12-02,False
123,Customer_123,Chennai,Karnataka,India,2023-01-14,True
124,Customer_124,Kolkata,Karnataka,India,2023-01-21,False
125,Customer_125,Ahmedabad,Maharashtra,India,2023-02-21,True
126,Customer_126,Pune,Maharashtra,India,2023-05-28,False
127,Customer_127,Kolkata,Tamil Nadu,India,2023-02-15,True
128,Customer_128,Hyderabad,Karnataka,India,2023-04-27,False
129,Customer_129,Hyderabad,Maharashtra,India,2023-05-17,True
130,Customer_130,Hyderabad,Gujarat,India,2023-06-07,True
131,Customer_131,Bangalore,Tamil Nadu,India,2023-07-10,True
132,Customer_132,Chennai,Delhi,India,2023-06-11,True
133,Customer_133,Hyderabad,Tamil Nadu,India,2023-09-16,True
134,Customer_134,Kolkata,West Bengal,India,2023-08-31,True
135,Customer_135,Mumbai,Karnataka,India,2023-07-20,True
136,Customer_136,Chennai,Tamil Nadu,India,2023-12-15,False
137,Customer_137,Bangalore,Tamil Nadu,India,2023-07-01,False
138,Customer_138,Mumbai,Telangana,India,2023-06-25,False
139,Customer_139,Bangalore,Delhi,India,2023-12-05,True
140,Customer_140,Chennai,Gujarat,India,2023-05-08,True
141,Customer_141,Hyderabad,Karnataka,India,2023-11-20,False
142,Customer_142,Chennai,Karnataka,India,2023-10-15,False
143,Customer_143,Hyderabad,Tamil Nadu,India,2023-01-20,False
144,Customer_144,Ahmedabad,Delhi,India,2023-07-03,False
145,Customer_145,Kolkata,Telangana,India,2023-07-18,False
146,Customer_146,Kolkata,West Bengal,India,2023-04-05,False
147,Customer_147,Pune,Gujarat,India,2023-09-01,True
148,Customer_148,Hyderabad,Delhi,India,2023-10-31,True
149,Customer_149,Delhi,Delhi,India,2023-03-19,True
150,Customer_150,Mumbai,Maharashtra,India,2023-07-14,False
151,Customer_151,Pune,Tamil Nadu,India,2023-05-02,True
152,Customer_152,Hyderabad,Tamil Nadu,India,2023-06-30,True
153,Customer_153,Pune,Delhi,India,2023-04-17,True
154,Customer_154,Kolkata,Karnataka,India,2023-12-10,True
155,Customer_155,Pune,Gujarat,India,2023-07-21,True
156,Customer_156,Kolkata,West Bengal,India,2023-03-17,False
157,Customer_157,Pune,West Bengal,India,2023-11-11,True
158,Customer_158,Ahmedabad,Delhi,India,2023-03-26,False
159,Customer_159,Kolkata,Telangana,India,2023-11-18,False
160,Customer_160,Mumbai,Telangana,India,2023-09-04,False
161,Customer_161,Bangalore,Maharashtra,India,2023-04-04,True
162,Customer_162,Bangalore,Gujarat,India,2023-10-17,True
163,Customer_163,Delhi,Tamil Nadu,India,2023-12-08,True
164,Customer_164,Chennai,Telangana,India,2023-03-06,False
165,Customer_165,Chennai,West Bengal,India,2023-10-27,True
166,Customer_166,Chennai,West Bengal,India,2023-10-27,False
167,Customer_167,Chennai,Telangana,India,2023-12-26,False
168,Customer_168,Pune,Telangana,India,2023-06-04,True
169,Customer_169,Ahmedabad,Telangana,India,2023-07-26,True
170,Customer_170,Chennai,West Bengal,India,2023-07-28,True
171,Customer_171,Hyderabad,Maharashtra,India,2023-10-01,True
172,Customer_172,Kolkata,West Bengal,India,2023-02-20,False
173,Customer_173,Delhi,West Bengal,India,2023-10-14,False
174,Customer_174,Hyderabad,West Bengal,India,2023-07-04,False
175,Customer_175,Delhi,Karnataka,India,2023-06-24,False
176,Customer_176,Mumbai,Tamil Nadu,India,2023-01-19,True
177,Customer_177,Delhi,Karnataka,India,2023-09-06,False
178,Customer_178,Ahmedabad,Gujarat,India,2023-05-12,True
179,Customer_179,Delhi,Gujarat,India,2023-03-13,False
180,Customer_180,Mumbai,Gujarat,India,2023-04-03,True
181,Customer_181,Kolkata,Maharashtra,India,2023-08-21,True
182,Customer_182,Hyderabad,Karnataka,India,2023-07-04,False
183,Customer_183,Hyderabad,Gujarat,India,2023-07-25,False
184,Customer_184,Kolkata,Delhi,India,2023-10-26,False
185,Customer_185,Chennai,Telangana,India,2023-06-11,True
186,Customer_186,Mumbai,Gujarat,India,2023-12-03,False
187,Customer_187,Ahmedabad,West Bengal,India,2023-02-11,False
188,Customer_188,Pune,West Bengal,India,2023-08-19,True
189,Customer_189,Chennai,Gujarat,India,2023-04-13,False
190,Customer_190,Pune,Tamil Nadu,India,2023-09-16,True
191,Customer_191,Bangalore,Maharashtra,India,2023-10-12,True
192,Customer_192,Ahmedabad,Gujarat,India,2023-10-05,True
193,Customer_193,Mumbai,Gujarat,India,2023-01-02,True
194,Customer_194,Pune,West Bengal,India,2023-05-07,False
195,Customer_195,Kolkata,Karnataka,India,2023-02-28,True
196,Customer_196,Kolkata,Delhi,India,2023-08-19,False
197,Customer_197,Ahmedabad,Tamil Nadu,India,2023-03-04,True
198,Customer_198,Kolkata,Gujarat,India,2023-10-01,False
199,Customer_199,Kolkata,Telangana,India,2023-10-27,False
200,Customer_200,Chennai,Gujarat,India,2023-08-29,True
201,Customer_201,Kolkata,Gujarat,India,2023-08-14,False
202,Customer_202,Hyderabad,Telangana,India,2023-09-11,True
203,Customer_203,Bangalore,Gujarat,India,2023-11-13,False
204,Customer_204,Hyderabad,Telangana,India,2023-11-10,False
205,Customer_205,Pune,Gujarat,India,2023-12-12,False
206,Customer_206,Bangalore,Delhi,India,2023-02-14,True
207,Customer_207,Hyderabad,Gujarat,India,2023-07-27,True
208,Customer_208,Delhi,Maharashtra,India,2023-05-11,True
209,Customer_209,Delhi,Delhi,India,2023-09-03,False
210,Customer_210,Pune,Karnataka,India,2023-05-13,True
211,Customer_211,Delhi,West Bengal,India,2023-03-27,False
212,Customer_212,Kolkata,Karnataka,India,2023-04-23,True
213,Customer_213,Chennai,Telangana,India,2023-10-23,True
214,Customer_214,Ahmedabad,Karnataka,India,2023-03-21,True
215,Customer_215,Delhi,Maharashtra,India,2023-07-07,True
216,Customer_216,Ahmedabad,Karnataka,India,2023-11-25,True
217,Customer_217,Kolkata,Gujarat,India,2023-11-19,True
218,Customer_218,Hyderabad,Maharashtra,India,2023-05-18,True
219,Customer_219,Kolkata,Maharashtra,India,2023-02-21,False
220,Customer_220,Ahmedabad,Telangana,India,2023-04-21,True
221,Customer_221,Hyderabad,West Bengal,India,2023-11-12,True
222,Customer_222,Delhi,Telangana,India,2023-04-24,True
223,Customer_223,Ahmedabad,Maharashtra,India,2023-06-13,False
224,Customer_224,Hyderabad,Telangana,India,2023-06-11,True
225,Customer_225,Kolkata,Karnataka,India,2023-07-07,False
226,Customer_226,Ahmedabad,Delhi,India,2023-05-01,False
227,Customer_227,Bangalore,Maharashtra,India,2023-11-15,True
228,Customer_228,Delhi,Maharashtra,India,2023-01-23,False
229,Customer_229,Hyderabad,Tamil Nadu,India,2023-03-27,False
230,Customer_230,Hyderabad,Telangana,India,2023-06-28,False
231,Customer_231,Ahmedabad,Maharashtra,India,2023-03-27,True
232,Customer_232,Mumbai,Tamil Nadu,India,2023-05-21,False
233,Customer_233,Pune,Tamil Nadu,India,2023-07-18,True
234,Customer_234,Chennai,Gujarat,India,2023-03-27,True
235,Customer_235,Delhi,Telangana,India,2023-04-09,True
236,Customer_236,Pune,Gujarat,India,2023-09-15,False
237,Customer_237,Kolkata,Telangana,India,2023-06-16,False
238,Customer_238,Pune,Karnataka,India,2023-12-04,False
239,Customer_239,Bangalore,Karnataka,India,2023-05-01,True
240,Customer_240,Bangalore,Delhi,India,2023-05-24,False
241,Customer_241,Chennai,Gujarat,India,2023-01-05,False
242,Customer_242,Chennai,West Bengal,India,2023-05-31,False
243,Customer_243,Ahmedabad,Maharashtra,India,2023-10-23,False
244,Customer_244,Mumbai,Delhi,India,2023-07-15,True
245,Customer_245,Delhi,West Bengal,India,2023-12-06,False
246,Customer_246,Mumbai,Maharashtra,India,2023-05-16,True
247,Customer_247,Bangalore,Telangana,India,2023-12-11,False
248,Customer_248,Bangalore,Maharashtra,India,2023-07-28,True
249,Customer_249,Kolkata,Tamil Nadu,India,2023-03-14,False
250,Customer_250,Kolkata,West Bengal,India,2023-04-10,True
251,Customer_251,Kolkata,Maharashtra,India,2023-10-28,False
252,Customer_252,Ahmedabad,Karnataka,India,2023-04-03,False
253,Customer_253,Mumbai,Delhi,India,2023-02-25,False
254,Customer_254,Hyderabad,Delhi,India,2023-11-19,False
255,Customer_255,Chennai,Delhi,India,2023-06-12,True
256,Customer_256,Bangalore,Gujarat,India,2023-07-28,False
257,Customer_257,Hyderabad,Gujarat,India,2023-08-28,False
258,Customer_258,Bangalore,Delhi,India,2023-10-07,True
259,Customer_259,Pune,Maharashtra,India,2023-04-13,True
260,Customer_260,Kolkata,Telangana,India,2023-12-04,True
261,Customer_261,Chennai,Telangana,India,2023-04-18,False
262,Customer_262,Ahmedabad,Tamil Nadu,India,2023-09-15,False
263,Customer_263,Hyderabad,Maharashtra,India,2023-10-31,False
264,Customer_264,Ahmedabad,Delhi,India,2023-01-18,False
265,Customer_265,Bangalore,Tamil Nadu,India,2023-07-21,True
266,Customer_266,Ahmedabad,Gujarat,India,2023-03-01,True
267,Customer_267,Chennai,West Bengal,India,2023-07-11,True
268,Customer_268,Mumbai,Maharashtra,India,2023-08-11,True
269,Customer_269,Mumbai,Karnataka,India,2023-12-17,True
270,Customer_270,Kolkata,Maharashtra,India,2023-05-28,False
271,Customer_271,Pune,Karnataka,India,2023-08-11,False
272,Customer_272,Hyderabad,West Bengal,India,2023-02-24,False
273,Customer_273,Ahmedabad,West Bengal,India,2023-03-04,False
274,Customer_274,Delhi,Karnataka,India,2023-12-18,True
275,Customer_275,Bangalore,Tamil Nadu,India,2023-11-06,False
276,Customer_276,Hyderabad,Gujarat,India,2023-03-20,False
277,Customer_277,Pune,Gujarat,India,2023-04-19,False
278,Customer_278,Ahmedabad,Telangana,India,2023-03-19,True
279,Customer_279,Hyderabad,Tamil Nadu,India,2023-01-01,True
280,Customer_280,Hyderabad,Maharashtra,India,2023-06-25,False
281,Customer_281,Pune,Telangana,India,2023-07-30,True
282,Customer_282,Delhi,Telangana,India,2023-09-30,False
283,Customer_283,Chennai,Karnataka,India,2023-04-12,True
284,Customer_284,Mumbai,Delhi,India,2023-05-29,False
285,Customer_285,Bangalore,Maharashtra,India,2023-08-15,True
286,Customer_286,Delhi,Delhi,India,2023-03-09,False
287,Customer_287,Kolkata,Maharashtra,India,2023-08-29,True
288,Customer_288,Chennai,Delhi,India,2023-09-11,True
289,Customer_289,Chennai,Delhi,India,2023-02-23,False
290,Customer_290,Hyderabad,Gujarat,India,2023-05-17,True
291,Customer_291,Kolkata,Delhi,India,2023-01-26,False
292,Customer_292,Bangalore,West Bengal,India,2023-01-12,False
293,Customer_293,Hyderabad,Maharashtra,India,2023-05-11,True
294,Customer_294,Hyderabad,Gujarat,India,2023-07-16,False
295,Customer_295,Ahmedabad,Tamil Nadu,India,2023-08-13,False
296,Customer_296,Kolkata,West Bengal,India,2023-05-29,True
297,Customer_297,Ahmedabad,Tamil Nadu,India,2023-05-20,True
298,Customer_298,Chennai,Telangana,India,2023-11-19,True
299,Customer_299,Delhi,Maharashtra,India,2023-06-22,False
300,Customer_300,Kolkata,West Bengal,India,2023-11-05,False
301,Customer_301,Bangalore,Tamil Nadu,India,2023-07-24,False
302,Customer_302,Chennai,Telangana,India,2023-05-02,False
303,Customer_303,Bangalore,Gujarat,India,2023-11-22,True
304,Customer_304,Delhi,Gujarat,India,2023-01-26,True
305,Customer_305,Hyderabad,Karnataka,India,2023-10-26,False
306,Customer_306,Delhi,Tamil Nadu,India,2023-10-04,True
307,Customer_307,Hyderabad,Tamil Nadu,India,2023-12-02,True
308,Customer_308,Delhi,West Bengal,India,2023-10-12,False
309,Customer_309,Chennai,Telangana,India,2023-01-22,False
310,Customer_310,Bangalore,Delhi,India,2023-11-16,True
311,Customer_311,Delhi,Gujarat,India,2023-06-19,False
312,Customer_312,Chennai,Delhi,India,2023-09-17,True
313,Customer_313,Bangalore,Telangana,India,2023-09-10,True
314,Customer_314,Kolkata,Karnataka,India,2023-03-12,False
315,Customer_315,Bangalore,West Bengal,India,2023-11-27,False
316,Customer_316,Ahmedabad,Tamil Nadu,India,2023-11-14,True
317,Customer_317,Hyderabad,Maharashtra,India,2023-08-31,False
318,Customer_318,Hyderabad,Karnataka,India,2023-01-30,True
319,Customer_319,Ahmedabad,West Bengal,India,2023-06-13,False
320,Customer_320,Ahmedabad,Tamil Nadu,India,2023-11-18,True
321,Customer_321,Kolkata,Delhi,India,2023-10-20,True
322,Customer_322,Kolkata,Tamil Nadu,India,2023-11-01,True
323,Customer_323,Ahmedabad,Karnataka,India,2023-08-13,False
324,Customer_324,Chennai,Telangana,India,2023-06-27,False
325,Customer_325,Kolkata,Gujarat,India,2023-07-23,False
326,Customer_326,Bangalore,Tamil Nadu,India,2023-05-26,False
327,Customer_327,Pune,Maharashtra,India,2023-07-13,True
328,Customer_328,Delhi,Tamil Nadu,India,2023-05-17,True
329,Customer_329,Pune,Maharashtra,India,2023-08-06,False
330,Customer_330,Kolkata,Gujarat,India,2023-10-04,True
331,Customer_331,Delhi,Gujarat,India,2023-04-05,False
332,Customer_332,Delhi,Delhi,India,2023-03-15,True
333,Customer_333,Kolkata,Maharashtra,India,2023-10-31,True
334,Customer_334,Chennai,West Bengal,India,2023-10-27,True
335,Customer_335,Ahmedabad,Maharashtra,India,2023-09-22,True
336,Customer_336,Delhi,Maharashtra,India,2023-02-12,True
337,Customer_337,Bangalore,Telangana,India,2023-09-30,False
338,Customer_338,Mumbai,Tamil Nadu,India,2023-06-22,True
339,Customer_339,Kolkata,Telangana,India,2023-02-19,True
340,Customer_340,Pune,Tamil Nadu,India,2023-04-29,False
341,Customer_341,Kolkata,Delhi,India,2023-08-29,False
342,Customer_342,Pune,Gujarat,India,2023-09-01,True
343,Customer_343,Pune,Maharashtra,India,2023-06-18,True
344,Customer_344,Hyderabad,Tamil Nadu,India,2023-05-11,False
345,Customer_345,Mumbai,Gujarat,India,2023-07-11,True
346,Customer_346,Chennai,Karnataka,India,2023-01-25,False
347,Customer_347,Chennai,West Bengal,India,2023-04-23,False
348,Customer_348,Hyderabad,Telangana,India,2023-04-06,False
349,Customer_349,Pune,Tamil Nadu,India,2023-11-07,True
350,Customer_350,Delhi,Telangana,India,2023-12-21,True
351,Customer_351,Chennai,Telangana,India,2023-11-09,True
352,Customer_352,Kolkata,Maharashtra,India,2023-02-01,True
353,Customer_353,Pune,West Bengal,India,2023-03-05,True
354,Customer_354,Kolkata,Telangana,India,2023-03-16,False
355,Customer_355,Mumbai,Tamil Nadu,India,2023-05-19,True
356,Customer_356,Pune,Telangana,India,2023-06-13,True
357,Customer_357,Kolkata,Karnataka,India,2023-01-15,True
358,Customer_358,Ahmedabad,Karnataka,India,2023-01-02,False
359,Customer_359,Pune,Maharashtra,India,2023-07-25,True
360,Customer_360,Chennai,Gujarat,India,2023-01-14,True
361,Customer_361,Mumbai,Karnataka,India,2023-07-01,True
362,Customer_362,Hyderabad,Gujarat,India,2023-01-28,False
363,Customer_363,Mumbai,Gujarat,India,2023-11-07,False
364,Customer_364,Kolkata,West Bengal,India,2023-10-30,False
365,Customer_365,Chennai,Telangana,India,2023-10-10,True
366,Customer_366,Ahmedabad,Maharashtra,India,2023-03-26,False
367,Customer_367,Ahmedabad,Maharashtra,India,2023-10-30,False
368,Customer_368,Hyderabad,Tamil Nadu,India,2023-12-19,False
369,Customer_369,Bangalore,Karnataka,India,2023-11-20,False
370,Customer_370,Mumbai,Maharashtra,India,2023-06-21,False
371,Customer_371,Chennai,West Bengal,India,2023-04-16,False
372,Customer_372,Chennai,Maharashtra,India,2023-09-08,False
373,Customer_373,Bangalore,Gujarat,India,2023-03-11,True
374,Customer_374,Delhi,Gujarat,India,2023-09-25,False
375,Customer_375,Kolkata,Delhi,India,2023-06-04,True
376,Customer_376,Bangalore,Maharashtra,India,2023-12-29,True
377,Customer_377,Kolkata,Gujarat,India,2023-11-28,False
378,Customer_378,Mumbai,Delhi,India,2023-12-13,False
379,Customer_379,Pune,Telangana,India,2023-05-25,True
380,Customer_380,Chennai,Maharashtra,India,2023-03-16,False
381,Customer_381,Ahmedabad,Tamil Nadu,India,2023-03-24,False
382,Customer_382,Hyderabad,West Bengal,India,2023-06-11,True
383,Customer_383,Pune,Tamil Nadu,India,2023-02-01,True
384,Customer_384,Ahmedabad,Maharashtra,India,2023-12-11,True
385,Customer_385,Delhi,Gujarat,India,2023-02-24,True
386,Customer_386,Kolkata,Gujarat,India,2023-04-24,False
387,Customer_387,Kolkata,Telangana,India,2023-06-21,True
388,Customer_388,Pune,West Bengal,India,2023-09-28,True
389,Customer_389,Hyderabad,Delhi,India,2023-09-14,True
390,Customer_390,Mumbai,Gujarat,India,2023-06-20,False
391,Customer_391,Kolkata,Karnataka,India,2023-01-30,True
392,Customer_392,Kolkata,Karnataka,India,2023-06-23,True
393,Customer_393,Chennai,Telangana,India,2023-12-11,False
394,Customer_394,Bangalore,Delhi,India,2023-11-03,False
395,Customer_395,Kolkata,Tamil Nadu,India,2023-01-15,True
396,Customer_396,Chennai,Delhi,India,2023-07-17,False
397,Customer_397,Delhi,Maharashtra,India,2023-04-18,True
398,Customer_398,Mumbai,Telangana,India,2023-12-01,True
399,Customer_399,Delhi,Delhi,India,2023-11-07,True
400,Customer_400,Chennai,Karnataka,India,2023-09-21,False
401,Customer_401,Bangalore,Tamil Nadu,India,2023-10-02,False
402,Customer_402,Chennai,Tamil Nadu,India,2023-01-07,False
403,Customer_403,Ahmedabad,Tamil Nadu,India,2023-01-25,True
404,Customer_404,Bangalore,Telangana,India,2023-04-11,True
405,Customer_405,Chennai,Telangana,India,2023-08-07,False
406,Customer_406,Ahmedabad,Tamil Nadu,India,2023-04-14,False
407,Customer_407,Ahmedabad,Delhi,India,2023-09-17,True
408,Customer_408,Bangalore,Gujarat,India,2023-10-18,False
409,Customer_409,Ahmedabad,Telangana,India,2023-02-18,True
410,Customer_410,Bangalore,Telangana,India,2023-08-10,True
411,Customer_411,Mumbai,Maharashtra,India,2023-06-28,True
412,Customer_412,Delhi,Gujarat,India,2023-05-07,True
413,Customer_413,Kolkata,Delhi,India,2023-02-17,False
414,Customer_414,Ahmedabad,Delhi,India,2023-09-27,True
415,Customer_415,Mumbai,Karnataka,India,2023-08-02,False
416,Customer_416,Bangalore,Delhi,India,2023-01-28,True
417,Customer_417,Chennai,Tamil Nadu,India,2023-05-16,False
418,Customer_418,Hyderabad,Maharashtra,India,2023-07-29,False
419,Customer_419,Pune,West Bengal,India,2023-12-06,True
420,Customer_420,Chennai,Tamil Nadu,India,2023-04-09,True
421,Customer_421,Mumbai,Telangana,India,2023-04-10,True
422,Customer_422,Ahmedabad,Gujarat,India,2023-09-02,True
423,Customer_423,Pune,West Bengal,India,2023-10-21,False
424,Customer_424,Hyderabad,Gujarat,India,2023-01-31,False
425,Customer_425,Pune,Karnataka,India,2023-02-28,False
426,Customer_426,Mumbai,Tamil Nadu,India,2023-12-08,False
427,Customer_427,Delhi,Gujarat,India,2023-01-21,True
428,Customer_428,Ahmedabad,West Bengal,India,2023-12-27,True
429,Customer_429,Pune,West Bengal,India,2023-09-19,False
430,Customer_430,Delhi,Delhi,India,2023-07-24,True
431,Customer_431,Delhi,Telangana,India,2023-03-30,False
432,Customer_432,Kolkata,Tamil Nadu,India,2023-12-01,True
433,Customer_433,Ahmedabad,West Bengal,India,2023-07-30,False
434,Customer_434,Chennai,West Bengal,India,2023-07-04,False
435,Customer_435,Delhi,Karnataka,India,2023-10-09,False
436,Customer_436,Pune,Karnataka,India,2023-10-28,False
437,Customer_437,Mumbai,Karnataka,India,2023-04-21,True
438,Customer_438,Chennai,Telangana,India,2023-07-23,True
439,Customer_439,Pune,Maharashtra,India,2023-05-14,True
440,Customer_440,Delhi,Karnataka,India,2023-06-17,True
441,Customer_441,Ahmedabad,West Bengal,India,2023-11-09,False
442,Customer_442,Chennai,Karnataka,India,2023-08-16,True
443,Customer_443,Chennai,Delhi,India,2023-04-16,False
444,Customer_444,Bangalore,West Bengal,India,2023-06-15,False
445,Customer_445,Chennai,Karnataka,India,2023-06-21,False
446,Customer_446,Bangalore,Maharashtra,India,2023-01-07,True
